n	value	freq	max_freq	sample
1	0	1	1	1

2	0	2	2	2

3	0	4	4	6
3	1	2	4	6

4	0	14	14	24
4	1	8	14	24
4	2	2	14	24

5	0	48	60	120
5	1	60	60	120
5	2	12	60	120

6	0	230	356	720
6	1	356	356	720
6	2	134	356	720

7	0	1104	2616	5040
7	1	2616	2616	5040
7	2	1248	2616	5040
7	3	72	2616	5040

8	0	6904	18708	40320
8	1	18708	18708	40320
8	2	13430	18708	40320
8	3	1240	18708	40320
8	4	38	18708	40320

9	0	43056	155664	362880
9	1	155664	155664	362880
9	2	136632	155664	362880
9	3	26640	155664	362880
9	4	888	155664	362880

10	0	329468	1502306	3628800
10	1	1343096	1502306	3628800
10	2	1502306	1502306	3628800
10	3	420708	1502306	3628800
10	4	33222	1502306	3628800

11	0	2518368	17096784	39916800
11	1	12726672	17096784	39916800
11	2	17096784	17096784	39916800
11	3	6748632	17096784	39916800
11	4	806976	17096784	39916800
11	5	19368	17096784	39916800

12	0	22934334	205910294	479001600
12	1	127211464	205910294	479001600
12	2	205910294	205910294	479001600
12	3	103648376	205910294	479001600
12	4	18450400	205910294	479001600
12	5	833892	205910294	479001600
12	6	12840	205910294	479001600

13	0	208320960	2576092716	1932053504
13	1	1368512004	2576092716	1932053504
13	2	2576092716	2576092716	1932053504
13	3	1651612992	2576092716	1932053504
13	4	391386600	2576092716	1932053504
13	5	30526860	2576092716	1932053504
13	6	568668	2576092716	1932053504

