n	value	freq	max_freq	sample
1	0	1	1	1

2	0	1	1	1

3	0	1	2	3
3	1	2	2	3

4	0	7	7	12
4	1	4	7	12
4	2	1	7	12

5	0	18	36	60
5	1	36	36	60
5	2	6	36	60

6	0	111	178	360
6	1	178	178	360
6	2	71	178	360

7	0	432	1366	2520
7	1	1366	1366	2520
7	2	688	1366	2520
7	3	34	1366	2520

8	0	3278	9158	20160
8	1	9158	9158	20160
8	2	7069	9158	20160
8	3	632	9158	20160
8	4	23	9158	20160

9	0	17564	76694	181440
9	1	76694	76694	181440
9	2	71712	76694	181440
9	3	14974	76694	181440
9	4	496	76694	181440

10	0	154300	766269	1814400
10	1	653222	766269	1814400
10	2	766269	766269	1814400
10	3	222404	766269	1814400
10	4	18205	766269	1814400

11	0	1040256	8759924	19958400
11	1	6080206	8759924	19958400
11	2	8759924	8759924	19958400
11	3	3616590	8759924	19958400
11	4	449504	8759924	19958400
11	5	11920	8759924	19958400

12	0	10658553	103519047	239500800
12	1	61205104	103519047	239500800
12	2	103519047	103519047	239500800
12	3	53768048	103519047	239500800
12	4	9882962	103519047	239500800
12	5	459306	103519047	239500800
12	6	7780	103519047	239500800

13	0	87349872	1287932948	3113510400
13	1	642967566	1287932948	3113510400
13	2	1287932948	1287932948	3113510400
13	3	865879566	1287932948	3113510400
13	4	212040836	1287932948	3113510400
13	5	17024376	1287932948	3113510400
13	6	315236	1287932948	3113510400

