n	value	freq	max_freq	sample


3	0	2	2	2

4	0	7	7	11
4	1	4	7	11

5	0	16	28	44
5	1	28	28	44

6	0	89	126	355
6	1	106	126	355
6	2	126	126	355
6	3	34	126	355

7	0	218	910	2456
7	1	594	910	2456
7	2	910	910	2456
7	3	486	910	2456
7	4	248	910	2456

8	0	1653	5596	20144
8	1	2792	5596	20144
8	2	5596	5596	20144
8	3	4856	5596	20144
8	4	3393	5596	20144
8	5	1384	5596	20144
8	6	382	5596	20144
8	7	88	5596	20144

9	0	4072	40210	181248
9	1	14309	40210	181248
9	2	34706	40210	181248
9	3	40210	40210	181248
9	4	38660	40210	181248
9	5	27181	40210	181248
9	6	13906	40210	181248
9	7	6332	40210	181248
9	8	1872	40210	181248

10	0	41007	372655	1814192
10	1	84978	372655	1814192
10	2	213307	372655	1814192
10	3	322550	372655	1814192
10	4	372655	372655	1814192
10	5	320792	372655	1814192
10	6	222345	372655	1814192
10	7	134782	372655	1814192
10	8	68738	372655	1814192
10	9	24354	372655	1814192
10	10	7276	372655	1814192
10	11	1408	372655	1814192

11	0	99000	3533132	19956672
11	1	400062	3533132	19956672
11	2	1240684	3533132	19956672
11	3	2261668	3533132	19956672
11	4	3205536	3533132	19956672
11	5	3533132	3533132	19956672
11	6	3186032	3533132	19956672
11	7	2556188	3533132	19956672
11	8	1754088	3533132	19956672
11	9	962246	3533132	19956672
11	10	469828	3533132	19956672
11	11	198816	3533132	19956672
11	12	72208	3533132	19956672
11	13	17184	3533132	19956672

12	0	1302432	37158506	239499504
12	1	3094728	37158506	239499504
12	2	8397183	37158506	239499504
12	3	17311944	37158506	239499504
12	4	27823662	37158506	239499504
12	5	35077540	37158506	239499504
12	6	37158506	37158506	239499504
12	7	34462312	37158506	239499504
12	8	28639952	37158506	239499504
12	9	20114964	37158506	239499504
12	10	12786375	37158506	239499504
12	11	7270728	37158506	239499504
12	12	3705994	37158506	239499504
12	13	1577704	37158506	239499504
12	14	554280	37158506	239499504
12	15	166464	37158506	239499504
12	16	44944	37158506	239499504
12	17	9792	37158506	239499504

13	0	3021762	435687336	3113489664
13	1	13258967	435687336	3113489664
13	2	46490346	435687336	3113489664
13	3	112105482	435687336	3113489664
13	4	209343402	435687336	3113489664
13	5	312801500	435687336	3113489664
13	6	393192730	435687336	3113489664
13	7	435687336	435687336	3113489664
13	8	430778380	435687336	3113489664
13	9	369574791	435687336	3113489664
13	10	288917380	435687336	3113489664
13	11	206397238	435687336	3113489664
13	12	135887280	435687336	3113489664
13	13	80545302	435687336	3113489664
13	14	42271040	435687336	3113489664
13	15	20120504	435687336	3113489664
13	16	8703552	435687336	3113489664
13	17	3260400	435687336	3113489664
13	18	945648	435687336	3113489664
13	19	186624	435687336	3113489664

