n	value	freq	max_freq	sample










11	0	99988991	99988991	99988991
11	1	0	99988991	99988991

12	0	99987492	99987492	99987492
12	1	0	99987492	99987492

13	0	99964129	99964129	99964129
13	1	0	99964129	99964129

14	0	99958654	99958654	99958654
14	1	0	99958654	99958654

15	0	99908770	99908770	99999920
15	1	0	99908770	99999920
15	2	91150	99908770	99999920

16	0	99891569	99891569	99999905
16	1	0	99891569	99999905
16	2	108336	99891569	99999905

17	0	99818950	99818950	99999999
17	1	0	99818950	99999999
17	2	180515	99818950	99999999
17	3	534	99818950	99999999

18	0	99792513	99792513	99999994
18	1	0	99792513	99999994
18	2	206808	99792513	99999994
18	3	673	99792513	99999994

19	0	99693207	99693207	99999972
19	1	0	99693207	99999972
19	2	304940	99693207	99999972
19	3	1825	99693207	99999972

20	0	99650138	99650138	99999974
20	1	0	99650138	99999974
20	2	347651	99650138	99999974
20	3	2185	99650138	99999974

21	0	99529024	99529024	99999998
21	1	0	99529024	99999998
21	2	466409	99529024	99999998
21	3	4478	99529024	99999998
21	4	87	99529024	99999998

22	0	99469858	99469858	99999900
22	1	0	99469858	99999900
22	2	524961	99469858	99999900
22	3	5081	99469858	99999900

23	0	99320761	99320761	99999994
23	1	0	99320761	99999994
23	2	669897	99320761	99999994
23	3	9085	99320761	99999994
23	4	251	99320761	99999994

24	0	99246556	99246556	99999997
24	1	0	99246556	99999997
24	2	742456	99246556	99999997
24	3	10713	99246556	99999997
24	4	272	99246556	99999997

25	0	99076059	99076059	99999991
25	1	0	99076059	99999991
25	2	906802	99076059	99999991
25	3	16577	99076059	99999991
25	4	553	99076059	99999991

26	0	98985431	98985431	99999988
26	1	0	98985431	99999988
26	2	995002	98985431	99999988
26	3	18982	98985431	99999988
26	4	573	98985431	99999988

27	0	98791748	98791748	99999975
27	1	0	98791748	99999975
27	2	1179543	98791748	99999975
27	3	27612	98791748	99999975
27	4	1072	98791748	99999975

28	0	98683627	98683627	99999998
28	1	0	98683627	99999998
28	2	1283693	98683627	99999998
28	3	31328	98683627	99999998
28	4	1324	98683627	99999998
28	5	26	98683627	99999998

29	0	98467537	98467537	99999947
29	1	0	98467537	99999947
29	2	1487376	98467537	99999947
29	3	42942	98467537	99999947
29	4	2092	98467537	99999947

30	0	98337182	98337182	99999939
30	1	0	98337182	99999939
30	2	1612328	98337182	99999939
30	3	48115	98337182	99999939
30	4	2314	98337182	99999939

31	0	98101329	98101329	99999999
31	1	0	98101329	99999999
31	2	1832431	98101329	99999999
31	3	62721	98101329	99999999
31	4	3399	98101329	99999999
31	5	119	98101329	99999999

32	0	97956723	97956723	99999990
32	1	0	97956723	99999990
32	2	1969142	97956723	99999990
32	3	70097	97956723	99999990
32	4	3881	97956723	99999990
32	5	147	97956723	99999990

33	0	97700221	97700221	99999996
33	1	0	97700221	99999996
33	2	2205355	97700221	99999996
33	3	88743	97700221	99999996
33	4	5461	97700221	99999996
33	5	216	97700221	99999996

34	0	97539653	97539653	99999989
34	1	0	97539653	99999989
34	2	2355291	97539653	99999989
34	3	98734	97539653	99999989
34	4	6032	97539653	99999989
34	5	279	97539653	99999989

35	0	97267547	97267547	99999979
35	1	0	97267547	99999979
35	2	2603460	97267547	99999979
35	3	120350	97267547	99999979
35	4	8231	97267547	99999979
35	5	391	97267547	99999979

36	0	97084535	97084535	99999999
36	1	0	97084535	99999999
36	2	2772892	97084535	99999999
36	3	132709	97084535	99999999
36	4	9331	97084535	99999999
36	5	514	97084535	99999999
36	6	18	97084535	99999999

37	0	96789211	96789211	99999999
37	1	0	96789211	99999999
37	2	3037958	96789211	99999999
37	3	159825	96789211	99999999
37	4	12331	96789211	99999999
37	5	648	96789211	99999999
37	6	26	96789211	99999999

38	0	96596592	96596592	99999968
38	1	0	96596592	99999968
38	2	3215275	96596592	99999968
38	3	174031	96596592	99999968
38	4	13348	96596592	99999968
38	5	722	96596592	99999968

