n	value	freq	max_freq	sample
1	0	1	1	1

2	0	2	2	2

3	0	4	4	6
3	1	2	4	6

4	0	14	14	24
4	1	8	14	24
4	2	2	14	24

5	0	48	48	120
5	1	48	48	120
5	2	24	48	120

6	0	230	292	720
6	1	292	292	720
6	2	168	292	720
6	3	28	292	720
6	4	2	292	720

7	0	1104	1920	5040
7	1	1920	1920	5040
7	2	1536	1920	5040
7	3	432	1920	5040
7	4	48	1920	5040

8	0	6904	14004	40320
8	1	14004	14004	40320
8	2	12948	14004	40320
8	3	5368	14004	40320
8	4	1008	14004	40320
8	5	84	14004	40320
8	6	4	14004	40320

9	0	43056	123480	362880
9	1	107040	123480	362880
9	2	123480	123480	362880
9	3	68640	123480	362880
9	4	18240	123480	362880
9	5	2304	123480	362880
9	6	120	123480	362880

10	0	329468	1201076	3628800
10	1	931604	1201076	3628800
10	2	1201076	1201076	3628800
10	3	811412	1201076	3628800
10	4	292940	1201076	3628800
10	5	56252	1201076	3628800
10	6	5756	1201076	3628800
10	7	284	1201076	3628800
10	8	8	1201076	3628800

11	0	2518368	12568296	39916800
11	1	8318400	12568296	39916800
11	2	12568296	12568296	39916800
11	3	10370256	12568296	39916800
11	4	4749720	12568296	39916800
11	5	1208352	12568296	39916800
11	6	170520	12568296	39916800
11	7	12624	12568296	39916800
11	8	264	12568296	39916800

12	0	22934334	139644858	479001600
12	1	83718552	139644858	479001600
12	2	139644858	139644858	479001600
12	3	131176704	139644858	479001600
12	4	72491340	139644858	479001600
12	5	23814768	139644858	479001600
12	6	4656468	139644858	479001600
12	7	530112	139644858	479001600
12	8	33366	139644858	479001600
12	9	1080	139644858	479001600
12	10	18	139644858	479001600

13	0	208320960	1767253104	1932053504
13	1	858183504	1767253104	1932053504
13	2	1624411584	1767253104	1932053504
13	3	1767253104	1767253104	1932053504
13	4	1164510144	1767253104	1932053504
13	5	469438704	1767253104	1932053504
13	6	115922016	1767253104	1932053504
13	7	17390736	1767253104	1932053504
13	8	1521216	1767253104	1932053504
13	9	67776	1767253104	1932053504
13	10	1056	1767253104	1932053504

