size	value	prob

3	0	1
3	1	1

4	0	0.636364
4	1	0.636364
4	2	1
4	3	1

5	0	0.333333
5	1	0.333333
5	2	0.777778
5	3	1

6	0	0.309192
6	1	0.309192
6	2	0.715877
6	3	0.805014
6	4	0.949861
6	5	1

7	0	0.171838
7	1	0.171838
7	2	0.529833
7	3	0.686555
7	4	0.897375
7	5	0.976929
7	6	1

8	0	0.162898
8	1	0.162898
8	2	0.502013
8	3	0.605278
8	4	0.837847
8	5	0.943994
8	6	0.992844
8	7	1

9	0	0.0968493
9	1	0.0968493
9	2	0.361657
9	3	0.477288
9	4	0.743827
9	5	0.875205
9	6	0.965272
9	7	0.993383
9	8	1

10	0	0.0850613
10	1	0.0850613
10	2	0.332173
10	3	0.421751
10	4	0.680504
10	5	0.815415
10	6	0.935694
10	7	0.98095
10	8	0.996745
10	9	1

11	0	0.0521275
11	1	0.0521275
11	2	0.237863
11	3	0.319908
11	4	0.571042
11	5	0.723194
11	6	0.880118
11	7	0.954192
11	8	0.988912
11	9	0.998132
11	10	1

12	0	0.0445069
12	1	0.0445069
12	2	0.210792
12	3	0.276433
12	4	0.515082
12	5	0.6583
12	6	0.83104
12	7	0.922431
12	8	0.975347
12	9	0.993971
12	10	0.999257
12	11	1

13	0	0.028056
13	1	0.028056
13	2	0.150054
13	3	0.204955
13	4	0.417307
13	5	0.560178
13	6	0.751101
13	7	0.869438
13	8	0.949591
13	9	0.984093
13	10	0.996588
13	11	0.999558
13	12	1

