n	value	freq	max_freq	sample


3	0	1	1	1
3	1	0	1	1

4	0	7	7	11
4	1	0	7	11
4	2	4	7	11
4	3	0	7	11

5	0	18	24	54
5	1	0	24	54
5	2	24	24	54
5	3	12	24	54

6	0	111	146	359
6	1	0	146	359
6	2	146	146	359
6	3	32	146	359
6	4	52	146	359
6	5	18	146	359

7	0	432	900	2514
7	1	0	900	2514
7	2	900	900	2514
7	3	394	900	2514
7	4	530	900	2514
7	5	200	900	2514
7	6	58	900	2514

8	0	3278	6824	20123
8	1	0	6824	20123
8	2	6824	6824	20123
8	3	2078	6824	20123
8	4	4680	6824	20123
8	5	2136	6824	20123
8	6	983	6824	20123
8	7	144	6824	20123

9	0	17564	48338	181354
9	1	0	48338	181354
9	2	48024	48338	181354
9	3	20970	48338	181354
9	4	48338	48338	181354
9	5	23826	48338	181354
9	6	16334	48338	181354
9	7	5098	48338	181354
9	8	1200	48338	181354

10	0	154300	469374	1813985
10	1	0	469374	1813985
10	2	448256	469374	1813985
10	3	162494	469374	1813985
10	4	469374	469374	1813985
10	5	244726	469374	1813985
10	6	218184	469374	1813985
10	7	82094	469374	1813985
10	8	28653	469374	1813985
10	9	5904	469374	1813985

11	0	1040256	5011638	19956010
11	1	0	5011638	19956010
11	2	3706536	5011638	19956010
11	3	1637286	5011638	19956010
11	4	5011638	5011638	19956010
11	5	3036360	5011638	19956010
11	6	3131560	5011638	19956010
11	7	1478232	5011638	19956010
11	8	692872	5011638	19956010
11	9	183992	5011638	19956010
11	10	37278	5011638	19956010

12	0	10658553	57151775	239480696
12	1	0	57151775	239480696
12	2	39822110	57151775	239480696
12	3	15719694	57151775	239480696
12	4	57151775	57151775	239480696
12	5	34298014	57151775	239480696
12	6	41367825	57151775	239480696
12	7	21886456	57151775	239480696
12	8	12672435	57151775	239480696
12	9	4460108	57151775	239480696
12	10	1265700	57151775	239480696
12	11	178026	57151775	239480696

