size	value	prob

3	0	1

4	0	0.636364
4	1	1

5	0	0.428571
5	1	1

6	0	0.309192
6	1	0.715877
6	2	0.949861
6	3	1

7	0	0.173913
7	1	0.536232
7	2	0.879227
7	3	1

8	0	0.162615
8	1	0.501141
8	2	0.823693
8	3	0.968152
8	4	0.997222
8	5	1

9	0	0.0968525
9	1	0.361669
9	2	0.706487
9	3	0.925557
9	4	0.990868
9	5	1

10	0	0.0850421
10	1	0.332097
10	2	0.659098
10	3	0.890674
10	4	0.979727
10	5	0.997923
10	6	0.999896
10	7	1

11	0	0.0521217
11	1	0.237837
11	2	0.541234
11	3	0.816494
11	4	0.955153
11	5	0.993647
11	6	0.999531
11	7	1

12	0	0.0445032
12	1	0.210775
12	2	0.495165
12	3	0.77165
12	4	0.931718
12	5	0.987137
12	6	0.998543
12	7	0.999907
12	8	0.999997
12	9	1

13	0	0.0280551
13	1	0.150049
13	2	0.395316
13	3	0.681299
13	4	0.88442
13	5	0.972575
13	6	0.995896
13	7	0.999635
13	8	0.999984
13	9	1

14	0	0.0232564
14	1	0.129772
14	2	0.354325
14	3	0.632133
14	4	0.848665
14	5	0.956989
14	6	0.991834
14	7	0.999001
14	8	0.999925
14	9	0.999997
14	10	1
14	11	1

