size	value	prob

3	0	1

4	0	0.181818
4	1	0.454545
4	2	1

5	0	0.104167
5	1	0.395833
5	2	1

6	0	0.0222841
6	1	0.111421
6	2	0.448468
6	3	0.760446
6	4	0.933148
6	5	1

7	0	0.015625
7	1	0.0723684
7	2	0.289474
7	3	0.595395
7	4	0.849507
7	5	1

8	0	0.00357161
8	1	0.0205863
8	2	0.111365
8	3	0.288606
8	4	0.533112
8	5	0.768987
8	6	0.909718
8	7	0.975544
8	8	0.995932
8	9	1

9	0	0.00219852
9	1	0.0121888
9	2	0.0581251
9	3	0.171186
9	4	0.361327
9	5	0.589718
9	6	0.784966
9	7	0.908415
9	8	0.976309
9	9	1

10	0	0.000436508
10	1	0.00300706
10	2	0.0178516
10	3	0.0642538
10	4	0.166165
10	5	0.329522
10	6	0.521469
10	7	0.698306
10	8	0.837227
10	9	0.926892
10	10	0.972678
10	11	0.991727
10	12	0.998408
10	13	0.999839
10	14	1

11	0	0.000269213
11	1	0.00170983
11	2	0.0086877
11	3	0.0322076
11	4	0.0902231
11	5	0.197173
11	6	0.348056
11	7	0.519599
11	8	0.684386
11	9	0.817337
11	10	0.907719
11	11	0.959655
11	12	0.985853
11	13	0.99687
11	14	1

12	0	4.76157e-05
12	1	0.00036278
12	2	0.00220185
12	3	0.00966146
12	4	0.0320118
12	5	0.0824576
12	6	0.170304
12	7	0.294269
12	8	0.443113
12	9	0.595892
12	10	0.730951
12	11	0.835295
12	12	0.908559
12	13	0.954802
12	14	0.980467
12	15	0.992738
12	16	0.997788
12	17	0.999465
12	18	0.999922
12	19	0.999995
12	20	1

13	0	2.8971e-05
13	1	0.000203614
13	2	0.00106833
13	3	0.00448498
13	4	0.0151401
13	5	0.0411786
13	6	0.0920195
13	7	0.173924
13	8	0.286852
13	9	0.421211
13	10	0.5608
13	11	0.689326
13	12	0.796256
13	13	0.877136
13	14	0.932364
13	15	0.966249
13	16	0.984933
13	17	0.994172
13	18	0.998195
13	19	0.999625
13	20	1

14	0	4.6596e-06
14	1	3.76872e-05
14	2	0.000228477
14	3	0.00111361
14	4	0.00435058
14	5	0.0136246
14	6	0.0348667
14	7	0.075096
14	8	0.140314
14	9	0.231891
14	10	0.34469
14	11	0.468358
14	12	0.591443
14	13	0.703821
14	14	0.797953
14	15	0.87035
14	16	0.921868
14	17	0.956028
14	18	0.977172
14	19	0.989191
14	20	0.99542
14	21	0.998284
14	22	0.999449
14	23	0.999859
14	24	0.999972
14	25	0.999997
14	26	1
14	27	1

