n	value	freq	max_freq	sample
1	0	1	1	1

2	0	2	2	2

3	0	4	4	6
3	1	2	4	6

4	0	14	14	24
4	1	10	14	24

5	0	48	68	120
5	1	68	68	120
5	2	4	68	120

6	0	230	455	720
6	1	455	455	720
6	2	35	455	720

7	0	1104	3472	5040
7	1	3472	3472	5040
7	2	464	3472	5040

8	0	6904	28857	40320
8	1	28857	28857	40320
8	2	4559	28857	40320

9	0	43056	264644	362880
9	1	264644	264644	362880
9	2	53980	264644	362880
9	3	1200	264644	362880

10	0	329468	2669345	3628800
10	1	2669345	2669345	3628800
10	2	612715	2669345	3628800
10	3	17272	2669345	3628800

11	0	2518368	29028616	39916800
11	1	29028616	29028616	39916800
11	2	8023328	29028616	39916800
11	3	346488	29028616	39916800

12	0	22934334	345279270	479001600
12	1	345279270	345279270	479001600
12	2	105730964	345279270	479001600
12	3	5057032	345279270	479001600

13	0	208320960	4373284642	1932053504
13	1	4373284642	4373284642	1932053504
13	2	1551348206	4373284642	1932053504
13	3	93421872	4373284642	1932053504
13	4	645120	4373284642	1932053504

